# time(ps)   RMSD(Ang)   MSD(Ang^2)
3.009999999999999898e-01 2.370657263613250354e+00 5.620015861522263734e+00
3.019999999999999907e-01 2.373979833852501109e+00 5.635780251538348828e+00
3.029999999999999916e-01 2.377522642448458345e+00 5.652613915355098939e+00
3.039999999999999925e-01 2.388533861123874669e+00 5.705094005735325879e+00
3.049999999999999933e-01 2.384347890607037446e+00 5.685114863442228383e+00
3.059999999999999942e-01 2.386708807617366368e+00 5.696378932358309832e+00
3.069999999999999951e-01 2.384671074081222031e+00 5.686656131559688632e+00
3.079999999999999960e-01 2.374889307951296935e+00 5.640099225021390161e+00
3.089999999999999969e-01 2.383349641888833581e+00 5.680355515491630314e+00
3.099999999999999978e-01 2.390525965133772690e+00 5.714614389978756037e+00
3.109999999999999987e-01 2.385835801966152747e+00 5.692212473943476070e+00
3.119999999999999996e-01 2.386557178713932803e+00 5.695655167271007180e+00
3.130000000000000004e-01 2.387955476589638693e+00 5.702331358174449250e+00
3.140000000000000013e-01 2.399477972769224365e+00 5.757494541804706323e+00
3.150000000000000022e-01 2.418031800312983037e+00 5.846877787324846310e+00
3.160000000000000031e-01 2.406558882994471293e+00 5.791525657319597009e+00
3.170000000000000040e-01 2.414016062048851996e+00 5.827473547829845835e+00
3.180000000000000049e-01 2.417250800517648734e+00 5.843101432603213574e+00
3.190000000000000058e-01 2.418856050573026550e+00 5.850864593393740876e+00
3.200000000000000067e-01 2.413947449598874861e+00 5.827142289424912747e+00
3.210000000000000075e-01 2.412290265991645644e+00 5.819144327398045213e+00
3.220000000000000084e-01 2.425066092118346450e+00 5.880945551142147565e+00
3.230000000000000093e-01 2.424995190092588349e+00 5.880601671972189415e+00
3.240000000000000102e-01 2.429364794416294160e+00 5.901813304349323275e+00
3.250000000000000111e-01 2.430510979295195995e+00 5.907383620474493391e+00
3.260000000000000120e-01 2.431589306555111296e+00 5.912626555753167423e+00
3.270000000000000129e-01 2.443522682180192085e+00 5.970803098329079184e+00
3.280000000000000138e-01 2.440323582393835622e+00 5.955179186787484369e+00
3.290000000000000147e-01 2.444389862344562570e+00 5.975041799132869258e+00
3.300000000000000155e-01 2.437185600197317559e+00 5.939873649809158884e+00
3.310000000000000164e-01 2.443805301450115319e+00 5.972184351395689816e+00
3.320000000000000173e-01 2.445911869909781711e+00 5.982484875365564392e+00
3.330000000000000182e-01 2.447232096635300724e+00 5.988944934802009179e+00
3.340000000000000191e-01 2.457791111421439023e+00 6.040737147382233552e+00
3.350000000000000200e-01 2.465560610468504610e+00 6.078989123893824065e+00
3.360000000000000209e-01 2.476162921764720082e+00 6.131382815122394803e+00
3.370000000000000218e-01 2.479160722013492801e+00 6.146237885574461934e+00
3.380000000000000226e-01 2.493313398496533662e+00 6.216611703122334021e+00
3.390000000000000235e-01 2.504685091980065614e+00 6.273447409987189971e+00
3.400000000000000244e-01 2.507564820868071198e+00 6.287881330855122464e+00
3.410000000000000253e-01 2.522933988771780545e+00 6.365195911699887077e+00
3.420000000000000262e-01 2.526845372695671887e+00 6.384947537513530058e+00
3.430000000000000271e-01 2.522338771924768519e+00 6.362192880354950120e+00
3.440000000000000280e-01 2.532470575361606357e+00 6.413407215072345124e+00
3.450000000000000289e-01 2.535011743672020312e+00 6.426284540555056601e+00
3.460000000000000298e-01 2.545750488656534749e+00 6.480845550494986007e+00
3.470000000000000306e-01 2.551551143670753863e+00 6.510413238767532640e+00
3.480000000000000315e-01 2.549460419053364291e+00 6.499748428319755078e+00
3.490000000000000324e-01 2.540860130793680671e+00 6.455970204256879619e+00
3.500000000000000333e-01 2.541364404637131535e+00 6.458533037156642287e+00
3.510000000000000342e-01 2.527815956971287914e+00 6.389853512318667050e+00
