# time(ps)   RMSD(Ang)   MSD(Ang^2)
2.650000000000000133e-01 2.481500313321929774e+00 6.157843805016835148e+00
2.660000000000000142e-01 2.446920015221832667e+00 5.987417560893214308e+00
2.670000000000000151e-01 2.544104981422436573e+00 6.472470156498457250e+00
2.680000000000000160e-01 2.622338755379755693e+00 6.876660547966646497e+00
2.690000000000000169e-01 2.606874625315254157e+00 6.795795312112546505e+00
2.700000000000000178e-01 2.749135381637683118e+00 7.557745346572168899e+00
2.710000000000000187e-01 2.698916164805840179e+00 7.284148464650264998e+00
2.720000000000000195e-01 2.799039753516661566e+00 7.834623541766613464e+00
2.730000000000000204e-01 2.792760004182906819e+00 7.799508440963708544e+00
2.740000000000000213e-01 2.751012815431190806e+00 7.568071510666648294e+00
2.750000000000000222e-01 2.815424563112772116e+00 7.926615470578743050e+00
2.760000000000000231e-01 2.759715493258366514e+00 7.616029603730268605e+00
2.770000000000000240e-01 2.896531739983239540e+00 8.389896120730332640e+00
2.780000000000000249e-01 2.842828987550251263e+00 8.081676652455985987e+00
2.790000000000000258e-01 2.838486510828230003e+00 8.057005672153819020e+00
2.800000000000000266e-01 2.836647713606183174e+00 8.046570251107187488e+00
2.810000000000000275e-01 2.789676536296932241e+00 7.782295177165649669e+00
2.820000000000000284e-01 2.866896204154886885e+00 8.219093845397699383e+00
2.830000000000000293e-01 2.837815321742706676e+00 8.053195800317661579e+00
2.840000000000000302e-01 2.865207287345803877e+00 8.209412799459499865e+00
2.850000000000000311e-01 2.838839705639900846e+00 8.059010874317639406e+00
2.860000000000000320e-01 2.910600102206535755e+00 8.471592954964696887e+00
2.870000000000000329e-01 2.896606022328613861e+00 8.390326448590393227e+00
2.880000000000000338e-01 2.972386722267895021e+00 8.835082826714481641e+00
2.889999999999999791e-01 2.973127005833529068e+00 8.839484192816644992e+00
2.899999999999999800e-01 2.964970758261641137e+00 8.791051597346610791e+00
2.909999999999999809e-01 2.942641946002190423e+00 8.659141622371556934e+00
2.919999999999999818e-01 2.889149445887239764e+00 8.347184520670545282e+00
