# time(ps)   RMSD(Ang)   MSD(Ang^2)
2.750000000000000222e-01 2.566510317275948250e+00 6.586975208683888638e+00
2.760000000000000231e-01 2.591755981163779143e+00 6.717199065898224575e+00
2.770000000000000240e-01 2.508933646239525306e+00 6.294748041232760549e+00
2.780000000000000249e-01 2.517440709504013885e+00 6.337507725868071873e+00
2.790000000000000258e-01 2.531563604026402903e+00 6.408814281231149046e+00
2.800000000000000266e-01 2.681468520148786894e+00 7.190273424548926151e+00
2.810000000000000275e-01 2.699419864327690544e+00 7.286867603926926229e+00
2.820000000000000284e-01 2.727630077085662741e+00 7.439965837422339412e+00
2.830000000000000293e-01 2.770195359727052775e+00 7.673982331053294637e+00
2.840000000000000302e-01 2.815979914382585214e+00 7.929742878206151424e+00
2.850000000000000311e-01 2.840246864337514054e+00 8.067002250379081474e+00
2.860000000000000320e-01 2.827687713832409688e+00 7.995817806958760876e+00
2.870000000000000329e-01 2.821668679980044114e+00 7.961814139580325467e+00
2.880000000000000338e-01 2.864731719456507175e+00 8.206687824460235703e+00
2.889999999999999791e-01 2.902330600381464620e+00 8.423522913910632681e+00
2.899999999999999800e-01 2.882027022063392785e+00 8.306079755903587269e+00
2.909999999999999809e-01 2.937198991282139904e+00 8.627137914388820050e+00
2.919999999999999818e-01 2.966197609786093814e+00 8.798328260300735337e+00
2.929999999999999827e-01 2.934165555092472566e+00 8.609327504691117738e+00
2.939999999999999836e-01 3.015133723514305419e+00 9.091031370673240630e+00
2.949999999999999845e-01 3.008373643363911665e+00 9.050311978086655884e+00
2.959999999999999853e-01 3.039937500279190186e+00 9.241220005603690169e+00
2.969999999999999862e-01 3.078046647339638398e+00 9.474371163198789247e+00
2.979999999999999871e-01 3.115896418286793867e+00 9.708810489492471163e+00
2.989999999999999880e-01 3.136289778068882317e+00 9.836313572019358631e+00
2.999999999999999889e-01 3.057306722357544082e+00 9.347124394572627892e+00
3.009999999999999898e-01 3.118621647112099993e+00 9.725800977836186689e+00
3.019999999999999907e-01 3.096395197079272688e+00 9.587663216495586838e+00
3.029999999999999916e-01 3.136189390592766024e+00 9.835683893666624655e+00
3.039999999999999925e-01 3.162578119295444079e+00 1.000190036064630839e+01
3.049999999999999933e-01 3.201214555569816156e+00 1.024777463079205653e+01
3.059999999999999942e-01 3.214389700487086277e+00 1.033230114659746057e+01
3.069999999999999951e-01 3.220663246916998013e+00 1.037267175004194009e+01
3.079999999999999960e-01 3.242378247598467045e+00 1.051301670049970483e+01
3.089999999999999969e-01 3.215026976524799629e+00 1.033639845978219363e+01
3.099999999999999978e-01 3.160878269188116096e+00 9.991151432625660078e+00
3.109999999999999987e-01 3.121018742352182240e+00 9.740757990113598552e+00
3.119999999999999996e-01 3.095323460718695685e+00 9.581027326475563655e+00
3.130000000000000004e-01 3.085563167335964252e+00 9.520700059620347488e+00
3.140000000000000013e-01 3.110641125161965448e+00 9.676088209548899144e+00
3.150000000000000022e-01 3.132336720013358722e+00 9.811533327544047722e+00
3.160000000000000031e-01 3.189989700817010831e+00 1.017603429131860260e+01
3.170000000000000040e-01 3.189768296066401998e+00 1.017462178259035888e+01
3.180000000000000049e-01 3.189408601011538558e+00 1.017232722420637892e+01
3.190000000000000058e-01 3.191666250470021726e+00 1.018673345438936728e+01
3.200000000000000067e-01 3.152601787661250654e+00 9.938898031564914248e+00
3.210000000000000075e-01 3.136098152167091868e+00 9.835111620025848822e+00
3.220000000000000084e-01 3.144553181142526910e+00 9.888214709033585237e+00
3.230000000000000093e-01 3.122477834810540198e+00 9.749867828883120424e+00
3.240000000000000102e-01 3.068881150541344027e+00 9.418031516147964410e+00
3.250000000000000111e-01 3.034881688655162613e+00 9.210506864134410776e+00
3.260000000000000120e-01 3.072456689643867200e+00 9.439990109737349755e+00
3.270000000000000129e-01 2.981874707828075621e+00 8.891576773184771909e+00
3.280000000000000138e-01 2.951516511209019367e+00 8.711449715939462379e+00
3.290000000000000147e-01 2.939794033832982212e+00 8.642388961359998234e+00
3.300000000000000155e-01 2.882957317949367049e+00 8.311442897117807149e+00
3.310000000000000164e-01 2.992228127247183345e+00 8.953429165489184882e+00
3.320000000000000173e-01 2.987962429926216856e+00 8.927919482650581884e+00
3.330000000000000182e-01 2.977337435664627829e+00 8.864538205810021054e+00
3.340000000000000191e-01 3.064529914602891481e+00 9.391343597496005557e+00
3.350000000000000200e-01 3.039366247487410799e+00 9.237747186365705687e+00
3.360000000000000209e-01 2.999147264297182147e+00 8.994884312941271887e+00
3.370000000000000218e-01 3.022004529491981284e+00 9.132511376270050718e+00
3.380000000000000226e-01 3.128536836382497466e+00 9.787742736602204729e+00
3.390000000000000235e-01 3.172196540423433575e+00 1.006283089107439999e+01
3.400000000000000244e-01 3.074300349682246303e+00 9.451322640056380564e+00
3.410000000000000253e-01 3.048681817364328417e+00 9.294460823527865401e+00
3.420000000000000262e-01 3.062591123307513374e+00 9.379464388561975952e+00
3.430000000000000271e-01 3.000654800162327440e+00 9.003929229737217099e+00
3.440000000000000280e-01 3.049264932798689820e+00 9.298016630395798288e+00
3.450000000000000289e-01 2.900814990950088657e+00 8.414727611720763889e+00
3.460000000000000298e-01 2.918184452216987967e+00 8.515800497160961768e+00
3.470000000000000306e-01 2.866860400042486656e+00 8.218888553331767710e+00
3.480000000000000315e-01 2.859834923015238228e+00 8.178655786897573776e+00
3.490000000000000324e-01 2.834543992903304055e+00 8.034639647704205245e+00
3.500000000000000333e-01 2.811052139122192539e+00 7.902014128863453557e+00
3.510000000000000342e-01 2.829170785965560597e+00 8.004207336160988007e+00
3.519999999999999796e-01 2.714373363354287250e+00 7.367822755687265079e+00
3.529999999999999805e-01 2.695850898868640932e+00 7.267612068930858094e+00
3.539999999999999813e-01 2.723380123532275210e+00 7.416799297250669554e+00
3.549999999999999822e-01 2.652009058046699508e+00 7.033152043961742983e+00
3.559999999999999831e-01 2.712297312153918671e+00 7.356556709517371395e+00
3.569999999999999840e-01 2.652069098561568694e+00 7.033470503545172114e+00
3.579999999999999849e-01 2.618479682523533469e+00 6.856435847788543647e+00
3.589999999999999858e-01 2.662285912450859993e+00 7.087766279634308830e+00
3.599999999999999867e-01 2.558777076839233722e+00 6.547340128957933381e+00
3.609999999999999876e-01 2.578179341627844678e+00 6.647008717596587068e+00
3.619999999999999885e-01 2.544121881651494554e+00 6.472556148697941047e+00
3.629999999999999893e-01 2.615242795271231824e+00 6.839494878218085994e+00
3.639999999999999902e-01 2.605733081478034396e+00 6.789844891909012858e+00
3.649999999999999911e-01 2.537232079800932016e+00 6.437546626770963343e+00
3.659999999999999920e-01 2.599881144421854362e+00 6.759381965120290658e+00
3.669999999999999929e-01 2.537775667313057593e+00 6.440305337606235803e+00
3.679999999999999938e-01 2.570514031588799764e+00 6.607542386594904116e+00
3.689999999999999947e-01 2.550411464044774590e+00 6.504598635931011508e+00
3.699999999999999956e-01 2.489180511513263472e+00 6.196019618897431691e+00
