# time(ps)   RMSD(Ang)   MSD(Ang^2)
9.099999999999999756e-02 1.958872926691091587e+00 3.837183142923322521e+00
9.199999999999999845e-02 1.967290672992069167e+00 3.870232592041588759e+00
9.299999999999999933e-02 1.979405238011285872e+00 3.918045096266515426e+00
9.400000000000000022e-02 1.981360710393236690e+00 3.925790264689991815e+00
9.500000000000000111e-02 1.988903359849369501e+00 3.955736574820110985e+00
9.600000000000000200e-02 1.991886314445375561e+00 3.967611089674781155e+00
9.700000000000000289e-02 1.985836596629256157e+00 3.943546988512067308e+00
9.800000000000000377e-02 1.989979720600921320e+00 3.960019288402920612e+00
9.900000000000000466e-02 1.998330880501694606e+00 3.993326307966678090e+00
1.000000000000000056e-01 2.006524337154565352e+00 4.026139915593568652e+00
1.010000000000000064e-01 2.000958167188839010e+00 4.003833586839718350e+00
1.020000000000000073e-01 2.003358785908657236e+00 4.013446425077409785e+00
1.030000000000000082e-01 2.019020575791658167e+00 4.076444085470078527e+00
1.040000000000000091e-01 2.023059942591814764e+00 4.092771531319596257e+00
1.049999999999999961e-01 2.030686888392997158e+00 4.123689238691232717e+00
1.059999999999999970e-01 2.033809309443531887e+00 4.136380307179176263e+00
1.069999999999999979e-01 2.036291995451533055e+00 4.146485090739985502e+00
1.079999999999999988e-01 2.043171777575810921e+00 4.174550912682299497e+00
1.089999999999999997e-01 2.046134940817744052e+00 4.186668196035232548e+00
1.100000000000000006e-01 2.056153538661096736e+00 4.227767374548550450e+00
1.110000000000000014e-01 2.061895467923079650e+00 4.251412920641736370e+00
1.120000000000000023e-01 2.075108624368199983e+00 4.306075802927282759e+00
1.130000000000000032e-01 2.088638304021817937e+00 4.362409965027136849e+00
1.140000000000000041e-01 2.101967318550787667e+00 4.418266608255589034e+00
1.150000000000000050e-01 2.116009233549962065e+00 4.477495076468698265e+00
1.160000000000000059e-01 2.120545194876547690e+00 4.496711923514015830e+00
1.170000000000000068e-01 2.133083187229972477e+00 4.550043883643176912e+00
1.180000000000000077e-01 2.139662128368067240e+00 4.578154023572568398e+00
1.190000000000000085e-01 2.151943883101291366e+00 4.630862476017064466e+00
1.199999999999999956e-01 2.157487760918606501e+00 4.654753438513582253e+00
1.209999999999999964e-01 2.151657021804280312e+00 4.629627939479665777e+00
1.219999999999999973e-01 2.143936154649911607e+00 4.596462235215049041e+00
1.229999999999999982e-01 2.143197414585277905e+00 4.593295157885020075e+00
1.239999999999999991e-01 2.151946316867425768e+00 4.630872950679278510e+00
1.250000000000000000e-01 2.161050179988674991e+00 4.670137880429084731e+00
1.260000000000000009e-01 2.161937774210635155e+00 4.673974939558834585e+00
1.270000000000000018e-01 2.152740030306651953e+00 4.634289638084684526e+00
1.280000000000000027e-01 2.149547836271489043e+00 4.620555900419439865e+00
1.290000000000000036e-01 2.147673208541192036e+00 4.612500210685618995e+00
1.300000000000000044e-01 2.142159431734503183e+00 4.588847030969088969e+00
1.310000000000000053e-01 2.133982690101316582e+00 4.553882121652051751e+00
1.320000000000000062e-01 2.142867352293684746e+00 4.591880489526146469e+00
1.330000000000000071e-01 2.144592165767016834e+00 4.599275557469263198e+00
1.340000000000000080e-01 2.145923126814782034e+00 4.604986066198530459e+00
1.350000000000000089e-01 2.157488044084095780e+00 4.654754660365817642e+00
1.360000000000000098e-01 2.149562228595163660e+00 4.620617774603006822e+00
1.370000000000000107e-01 2.144830923754044605e+00 4.600299691491628096e+00
1.380000000000000115e-01 2.144612419503630907e+00 4.599362429889218618e+00
1.390000000000000124e-01 2.155434919331160604e+00 4.645899691472126669e+00
1.400000000000000133e-01 2.161235814913093023e+00 4.670940247663061484e+00
1.410000000000000142e-01 2.172338445994365319e+00 4.719054323945213625e+00
1.420000000000000151e-01 2.184982711208022010e+00 4.774149448277959173e+00
1.430000000000000160e-01 2.197300294796231679e+00 4.828128585511605841e+00
1.440000000000000169e-01 2.209963703798945911e+00 4.883939572108754845e+00
1.449999999999999900e-01 2.216051709985432439e+00 4.910885181329359916e+00
1.459999999999999909e-01 2.233818842133960203e+00 4.989946619472706679e+00
1.469999999999999918e-01 2.245241353206330004e+00 5.041108734147791814e+00
1.479999999999999927e-01 2.264453913168952059e+00 5.127751524866178912e+00
1.489999999999999936e-01 2.275515953807419667e+00 5.177972856032091009e+00
1.499999999999999944e-01 2.274391908930752937e+00 5.172858555409674430e+00
1.509999999999999953e-01 2.275695593920016080e+00 5.178790436186973878e+00
1.519999999999999962e-01 2.269013120240309433e+00 5.148420539822665454e+00
1.529999999999999971e-01 2.264403625158966094e+00 5.127523777633066437e+00
1.539999999999999980e-01 2.256835389851835849e+00 5.093305976887687159e+00
1.549999999999999989e-01 2.252183759826300591e+00 5.072331688025331964e+00
1.559999999999999998e-01 2.249572719632440432e+00 5.060577420914493807e+00
1.570000000000000007e-01 2.245418203339002883e+00 5.041902907886155027e+00
1.580000000000000016e-01 2.241580261204241697e+00 5.024682067420476628e+00
1.590000000000000024e-01 2.238504550268529236e+00 5.010902621572911109e+00
1.600000000000000033e-01 2.231755394539894688e+00 4.980732141057921503e+00
1.610000000000000042e-01 2.223343440811333505e+00 4.943256055798778803e+00
1.620000000000000051e-01 2.234227244169745052e+00 4.991771378590334152e+00
1.630000000000000060e-01 2.247903464353535608e+00 5.053069985052627722e+00
1.640000000000000069e-01 2.252767009851849078e+00 5.074959200676842030e+00
1.650000000000000078e-01 2.248040620020298697e+00 5.053686629261249230e+00
1.660000000000000087e-01 2.243899942985343454e+00 5.035086954129627479e+00
1.670000000000000095e-01 2.237227684741010858e+00 5.005187713371624270e+00
1.680000000000000104e-01 2.209343990578472194e+00 4.881200868705207974e+00
1.690000000000000113e-01 2.200108738702899913e+00 4.840478462116864833e+00
1.700000000000000122e-01 2.197136021050534183e+00 4.827406694997773862e+00
1.710000000000000131e-01 2.192668516557636949e+00 4.807795223503068094e+00
1.720000000000000140e-01 2.191102700693664307e+00 4.800931044987070351e+00
1.730000000000000149e-01 2.191873821496318264e+00 4.804310849360873270e+00
1.740000000000000158e-01 2.192456500758878324e+00 4.806865507719865427e+00
1.750000000000000167e-01 2.188887491102123661e+00 4.791228448703350296e+00
1.759999999999999898e-01 2.191907819328234197e+00 4.804459888432254466e+00
1.769999999999999907e-01 2.185669709610527534e+00 4.777152079508967475e+00
1.779999999999999916e-01 2.178484389675283239e+00 4.745794236058891613e+00
1.789999999999999925e-01 2.176942203440174417e+00 4.739077357118961054e+00
1.799999999999999933e-01 2.164068857627471587e+00 4.683194020553069770e+00
1.809999999999999942e-01 2.169371187461517358e+00 4.706171348988193337e+00
1.819999999999999951e-01 2.164812802966736616e+00 4.686414471888697975e+00
1.829999999999999960e-01 2.164147349741347703e+00 4.683533751392499056e+00
1.839999999999999969e-01 2.169607510095279412e+00 4.707196747861838837e+00
1.849999999999999978e-01 2.162569602144461811e+00 4.676707284119255625e+00
1.859999999999999987e-01 2.163617744130792442e+00 4.681241742717619836e+00
1.869999999999999996e-01 2.179834978197387141e+00 4.751680532172803062e+00
1.880000000000000004e-01 2.195124460119820764e+00 4.818571395416333836e+00
1.890000000000000013e-01 2.201174824320393242e+00 4.845170607221914061e+00
1.900000000000000022e-01 2.209344036511663223e+00 4.881201071669649671e+00
1.910000000000000031e-01 2.212263259901952051e+00 4.894108731112011945e+00
1.920000000000000040e-01 2.216634164805309837e+00 4.913467020582134026e+00
1.930000000000000049e-01 2.228840747590315807e+00 4.967731078118958088e+00
1.940000000000000058e-01 2.230834064184090249e+00 4.976620621924105592e+00
1.950000000000000067e-01 2.244194045335238030e+00 5.036406913118139705e+00
1.960000000000000075e-01 2.246233165909440554e+00 5.045563435631547300e+00
1.970000000000000084e-01 2.243449301222130821e+00 5.033064767154066921e+00
1.980000000000000093e-01 2.263224490228809671e+00 5.122185093171454540e+00
1.990000000000000102e-01 2.271996544156301923e+00 5.161968296658178801e+00
2.000000000000000111e-01 2.280362691320334534e+00 5.200054003965719041e+00
2.010000000000000120e-01 2.291100644681170806e+00 5.249142164058476112e+00
2.020000000000000129e-01 2.310687812927942453e+00 5.339278168813716974e+00
2.030000000000000138e-01 2.314335010050947883e+00 5.356146538747520225e+00
2.040000000000000147e-01 2.313219221879848853e+00 5.350983168474414242e+00
2.050000000000000155e-01 2.318261468037674522e+00 5.374336234188194616e+00
2.060000000000000164e-01 2.327506536444998275e+00 5.417286677194192102e+00
2.070000000000000173e-01 2.346204702031763123e+00 5.504676503835954193e+00
2.080000000000000182e-01 2.347572000404971604e+00 5.511094297085399774e+00
2.089999999999999913e-01 2.346310562541997324e+00 5.505173255896144369e+00
2.099999999999999922e-01 2.343701204513756409e+00 5.492935336039232119e+00
2.109999999999999931e-01 2.338610027139626624e+00 5.469096859038004688e+00
2.119999999999999940e-01 2.340086361490306022e+00 5.476004179232938363e+00
2.129999999999999949e-01 2.341046235275874299e+00 5.480497475699344534e+00
2.139999999999999958e-01 2.334555434393883022e+00 5.450149076258012037e+00
2.149999999999999967e-01 2.322647841624400300e+00 5.394692996202484991e+00
2.159999999999999976e-01 2.327043197714625755e+00 5.415130044029910827e+00
2.169999999999999984e-01 2.320960408652263496e+00 5.386857218531282854e+00
2.179999999999999993e-01 2.317729130434017293e+00 5.371868322062426593e+00
2.190000000000000002e-01 2.315258079874858765e+00 5.360419976425818689e+00
2.200000000000000011e-01 2.312701463420152592e+00 5.348588058905714426e+00
2.210000000000000020e-01 2.313668303589013764e+00 5.353061019032463896e+00
2.220000000000000029e-01 2.314831589794656530e+00 5.358445289111256393e+00
2.230000000000000038e-01 2.328043703677042497e+00 5.419787486230322138e+00
2.240000000000000047e-01 2.318613625275932399e+00 5.375969143315201926e+00
2.250000000000000056e-01 2.325439359501432879e+00 5.407668214718434285e+00
2.260000000000000064e-01 2.334751400101619634e+00 5.451064100276473035e+00
2.270000000000000073e-01 2.338158888218211828e+00 5.466986986553823868e+00
2.280000000000000082e-01 2.332717927704345939e+00 5.441572930233259164e+00
2.290000000000000091e-01 2.336311406666179646e+00 5.458350988918503788e+00
2.300000000000000100e-01 2.338155955724472879e+00 5.466973273289822188e+00
2.310000000000000109e-01 2.341661822890650946e+00 5.483380092783566084e+00
2.320000000000000118e-01 2.354003656695972335e+00 5.541333215738008633e+00
2.330000000000000127e-01 2.351373692772500856e+00 5.528958243062586320e+00
2.340000000000000135e-01 2.353494989761466982e+00 5.538938666832327939e+00
2.350000000000000144e-01 2.349701916359161480e+00 5.521099095741915264e+00
2.360000000000000153e-01 2.354479433283337642e+00 5.543573401754226637e+00
2.370000000000000162e-01 2.360620534294597395e+00 5.572529306933311055e+00
2.380000000000000171e-01 2.358884729252077594e+00 5.564337165898646909e+00
2.390000000000000180e-01 2.362174462126664043e+00 5.579868189523393696e+00
2.399999999999999911e-01 2.362858729818945402e+00 5.583101377081600702e+00
2.409999999999999920e-01 2.360704329197127471e+00 5.572924929890060497e+00
2.419999999999999929e-01 2.380630167792491481e+00 5.667399995803706680e+00
2.429999999999999938e-01 2.388525487783377255e+00 5.705054005790820781e+00
2.439999999999999947e-01 2.398053734620706035e+00 5.750661714128316504e+00
2.449999999999999956e-01 2.395221096917031112e+00 5.737084103116426803e+00
2.459999999999999964e-01 2.398425176219886268e+00 5.752443325925391981e+00
2.469999999999999973e-01 2.402688780320695994e+00 5.772913375078952747e+00
2.479999999999999982e-01 2.403747462697180204e+00 5.778001864423131906e+00
2.489999999999999991e-01 2.414229061793142783e+00 5.828501962806598158e+00
2.500000000000000000e-01 2.408777381466683742e+00 5.802208473465493732e+00
2.510000000000000009e-01 2.408051606549185042e+00 5.798712539804110833e+00
2.520000000000000018e-01 2.415700220496535433e+00 5.835607555307009697e+00
2.530000000000000027e-01 2.409349093067747027e+00 5.804963052266375989e+00
2.540000000000000036e-01 2.401592207572746940e+00 5.767645131474140818e+00
2.550000000000000044e-01 2.396748078189196995e+00 5.744401350303608211e+00
2.560000000000000053e-01 2.403630411903937780e+00 5.777439157029494510e+00
2.570000000000000062e-01 2.405034067134514508e+00 5.784188864077584924e+00
2.580000000000000071e-01 2.402161996580292502e+00 5.770382257814617333e+00
2.590000000000000080e-01 2.402255986091322626e+00 5.770833822711592731e+00
2.600000000000000089e-01 2.410461695145222460e+00 5.810325583762380397e+00
2.610000000000000098e-01 2.421400733855183951e+00 5.863181513914423881e+00
2.620000000000000107e-01 2.426562234354003422e+00 5.888204277193093361e+00
2.630000000000000115e-01 2.438171194022868971e+00 5.944678771362902125e+00
2.640000000000000124e-01 2.457155723191549512e+00 6.037614248012986629e+00
2.650000000000000133e-01 2.466824830878203922e+00 6.085224746237280158e+00
2.660000000000000142e-01 2.468344558341123207e+00 6.092724858692235124e+00
2.670000000000000151e-01 2.485691398451589151e+00 6.178661728336216186e+00
2.680000000000000160e-01 2.493765925845029319e+00 6.218868492905716749e+00
2.690000000000000169e-01 2.499119054240141136e+00 6.245596047266136708e+00
2.700000000000000178e-01 2.522420242183220918e+00 6.362603878175659311e+00
2.710000000000000187e-01 2.523639234772505624e+00 6.368754987283157476e+00
2.720000000000000195e-01 2.522632628595526505e+00 6.363675378854775744e+00
2.730000000000000204e-01 2.526407528196428220e+00 6.382734998527586079e+00
2.740000000000000213e-01 2.541762363290947846e+00 6.460555911442384946e+00
2.750000000000000222e-01 2.549989105596673689e+00 6.502444438661723503e+00
2.760000000000000231e-01 2.544544685976032117e+00 6.474707658928863907e+00
2.770000000000000240e-01 2.542465297207320507e+00 6.464129787503508418e+00
2.780000000000000249e-01 2.554883562104244721e+00 6.527430015910474559e+00
2.790000000000000258e-01 2.559446479871436697e+00 6.550766283326288963e+00
2.800000000000000266e-01 2.560484892837315840e+00 6.556082886448121094e+00
2.810000000000000275e-01 2.561284947944767687e+00 6.560180584568430895e+00
2.820000000000000284e-01 2.566267152680863806e+00 6.585727098928747303e+00
2.830000000000000293e-01 2.577525229645826865e+00 6.643636309460771550e+00
2.840000000000000302e-01 2.580516839951390473e+00 6.659067161272711033e+00
2.850000000000000311e-01 2.580914832265301495e+00 6.661121371407030090e+00
2.860000000000000320e-01 2.581814402262005537e+00 6.665765607727516695e+00
2.870000000000000329e-01 2.577523162430540360e+00 6.643625652865932985e+00
2.880000000000000338e-01 2.583201382866365137e+00 6.672929384442701561e+00
